No,抽選日,数字１,数字２,数字３,数字４,数字５,数字６,数字７,数字Ｂ１,数字Ｂ２,１等口数,２等口数,３等口数,４等口数,５等口数,６等口数,１等金額,２等金額,３等金額,４等金額,５等金額,６等金額,キャリーオーバー,販売実績
381,2020/08/14,04,08,25,26,27,31,32,09,22,1,5,115,5407,84842,151506,381063500,12497500,760700,9400,1400,1000,0,1893649200
382,2020/08/21,02,03,05,08,19,22,37,16,28,1,4,129,5782,89293,150505,369188600,15462300,671200,8700,1400,1000,0,1874313900
383,2020/08/28,08,11,15,22,26,28,30,10,20,0,10,145,6176,97501,153383,0,6319700,610100,8400,1300,1000,378153785,1915173300
384,2020/09/04,03,07,15,18,26,30,31,09,33,0,20,190,7883,112856,196135,0,3807600,561100,7900,1300,900,848389185,2307792000
385,2020/09/11,04,12,14,24,29,34,35,05,15,1,12,202,9477,118923,193635,1000000000,6828200,567800,7100,1300,1000,353636415,2483117400
386,2020/09/18,09,19,22,32,35,36,37,07,21,0,6,86,4931,89546,157340,0,12273200,1198700,12200,1600,1100,804624070,2231601900
387,2020/09/25,03,07,13,22,30,32,37,14,15,0,9,124,6062,98008,189963,0,8797100,893800,10700,1600,1000,1282685065,2399345100
388,2020/10/02,01,06,08,10,18,21,32,13,28,0,11,118,6967,116250,206896,0,8005900,1044800,10300,1500,1000,1819256050,2668785300
389,2020/10/09,01,06,11,13,18,24,27,17,23,3,9,228,8544,128735,214659,783897800,9751700,538900,8400,1300,1000,0,2659680300
390,2020/10/16,03,06,19,21,23,26,27,30,34,0,6,111,5177,86684,143274,0,10491400,793900,9900,1400,1000,391476860,1907626800
391,2020/10/23,10,23,27,32,33,35,37,24,26,0,8,108,5193,92949,160194,0,9366400,971300,11800,1600,1100,847273605,2270750100
392,2020/10/30,01,04,06,15,20,22,26,18,21,2,10,139,6569,108197,181718,675744100,8318100,837700,10400,1500,1100,0,2520753000
393,2020/11/06,07,14,15,22,27,30,31,09,32,1,18,173,7173,98663,160022,388842900,3523800,513200,7200,1300,900,0,1922182800
394,2020/11/13,06,10,22,23,27,32,33,08,19,0,27,207,7926,94991,164740,0,2268700,414200,6300,1300,900,366674380,1856348400
395,2020/11/20,01,02,05,20,26,29,32,08,09,3,7,80,4725,83410,180779,270621900,10529500,1289800,12800,1700,1000,0,2233640100
396,2020/11/27,02,03,05,08,16,20,34,26,31,0,7,92,5149,82997,134718,0,8652900,921700,9600,1400,1100,366819660,1835560800
397,2020/12/04,04,12,13,15,21,28,37,07,20,0,15,131,7060,107285,177064,0,4876800,781700,8500,1300,1000,812294860,2216832000
398,2020/12/11,03,04,10,17,20,22,33,01,06,0,9,135,7096,111518,197911,0,8938000,834200,9300,1400,1000,1296202550,2437768200
399,2020/12/18,07,15,19,20,21,33,36,04,10,0,14,137,7501,112970,197889,0,6212300,888700,9500,1500,1000,1834932435,2635683300
400,2020/12/25,04,17,22,28,30,31,35,25,34,0,6,219,9043,135365,219734,0,16604900,636800,9000,1400,1100,2441887750,3019220700
401,2021/01/08,04,05,09,14,18,30,35,01,33,0,6,173,9392,157204,263431,0,18702000,908000,9800,1400,1000,3127268000,3400521000
402,2021/01/15,07,09,12,17,20,26,29,04,13,0,11,199,8946,139603,253104,0,9424800,729300,9500,1500,1000,3744761225,3141760500
403,2021/01/22,02,06,08,12,19,20,29,05,26,0,16,209,10493,160099,277426,0,7034600,753900,8800,1400,1000,4415642950,3410896500
404,2021/01/29,04,08,13,16,25,30,32,09,26,1,19,338,12289,177419,299495,1000000000,6435200,506400,8100,1300,1000,4159928850,3705330000
405,2021/02/05,03,10,16,17,24,32,36,11,29,1,40,265,11201,160364,279209,1000000000,2839700,600000,8300,1400,1000,3839676215,3442271700
406,2021/02/12,01,02,05,16,18,21,29,24,25,0,9,140,8035,132750,234763,0,11590300,1043100,10600,1500,1100,4469314595,3161156400
407,2021/02/19,19,21,25,26,28,30,31,09,16,0,9,140,7275,130052,236344,0,11974300,1077600,12100,1600,1100,5124236005,3265873800
408,2021/02/26,16,18,19,21,29,30,35,14,28,0,17,201,8976,143898,239143,0,6668900,789600,10300,1500,1100,5826847840,3435666300
409,2021/03/05,13,15,16,24,30,31,37,12,33,2,12,209,9617,149678,250298,1000000000,9712400,780700,9900,1500,1100,4541466095,3531969900
410,2021/03/12,01,02,18,21,26,29,37,09,36,0,12,151,8484,128783,234655,0,9016600,1003100,10400,1700,1100,5192036460,3278939700
411,2021/03/19,04,11,12,21,23,27,36,09,14,1,22,239,11396,168943,296752,1000000000,5005100,644900,7900,1300,900,4852667870,3336901800
412,2021/03/26,14,20,22,29,31,33,34,15,24,0,16,174,9577,139977,230790,0,6660200,857300,9100,1500,1100,5499152315,3229340100
413,2021/04/02,03,10,16,18,19,34,35,27,36,1,14,187,9545,155215,270403,1000000000,8438000,884400,10100,1500,1000,5226989110,3579959100
414,2021/04/09,03,08,16,21,25,36,37,14,20,1,20,213,9472,143262,233701,1000000000,5285900,694800,9100,1400,1100,4871127215,3203736900
415,2021/04/16,04,08,12,13,23,32,37,16,35,6,17,200,9672,150747,253869,916445700,6169300,734100,8900,1400,1000,0,3178312800
416,2021/04/23,08,09,10,15,16,30,31,29,36,1,10,161,7094,106925,175578,429819100,7142100,621000,8200,1300,1000,0,2164383300
417,2021/04/30,04,05,13,18,23,27,32,09,11,2,18,137,7439,102586,186587,209683200,3842300,706700,7600,1300,900,0,2095938300
418,2021/05/07,10,13,17,18,22,28,37,01,20,1,5,89,4923,81754,132113,389059300,13020600,1024000,10800,1600,1200,0,1972908300
419,2021/05/14,03,11,14,21,26,29,34,22,33,2,4,146,6512,92017,152031,190298900,15874700,608800,8000,1400,1000,0,1924294200
420,2021/05/21,04,05,11,13,24,32,34,02,03,0,7,85,5018,83656,140942,0,8680800,1000800,9900,1400,1000,375095330,1841483400
421,2021/05/28,09,15,18,26,28,32,37,21,36,0,6,120,6058,94384,157399,0,11596300,811700,9400,1400,1100,794723940,2108515800
422,2021/06/04,01,09,21,23,30,35,36,05,06,0,8,206,7074,97729,173131,0,9103000,494900,8400,1500,1000,1233906425,2206893300
423,2021/06/11,01,07,09,11,29,31,32,02,06,2,11,122,7194,112047,192350,849866300,7015200,885500,8800,1300,1000,0,2338539600
424,2021/06/18,05,06,12,19,25,30,35,26,33,0,17,144,6349,95292,153959,0,3807700,629300,8300,1300,1000,396864750,1961667000
425,2021/06/25,02,09,14,20,22,34,35,07,24,0,6,138,5493,88916,159744,0,12027500,732000,10700,1600,1100,831040900,2186925000
426,2021/07/02,01,02,06,08,30,31,33,13,35,1,5,121,5774,104229,176644,1000000000,16047800,928300,11400,1500,1100,316221110,2431597800
427,2021/07/09,11,13,26,27,31,33,37,09,18,2,10,122,5752,97154,183235,383434200,7307100,838500,10400,1500,900,0,2214396900
428,2021/07/16,03,06,16,22,31,34,35,24,32,0,2,100,4776,78859,134265,0,30630300,857600,10500,1500,1100,372261370,1856466600
429,2021/07/23,06,11,14,27,30,32,35,18,24,0,15,132,6151,92298,162590,0,4534800,721400,9000,1400,1000,789467390,2061375600
430,2021/07/30,02,12,17,24,28,30,32,03,27,0,8,133,6783,104881,175085,0,9329400,785600,9000,1400,1000,1245188435,2261792100
431,2021/08/06,07,11,12,17,19,20,26,02,03,0,14,110,7134,107170,200427,0,5654000,1007400,9100,1400,900,1739327690,2398779900
432,2021/08/13,05,10,13,24,29,30,35,21,31,0,12,159,7355,116284,205507,0,6875000,726400,9200,1400,1000,2230422760,2500140600
433,2021/08/20,14,17,20,25,32,33,36,10,34,3,5,208,7787,115046,186504,924772200,18051800,607500,9500,1500,1200,0,2735251800
434,2021/08/27,10,11,12,17,29,34,37,26,30,1,10,116,5217,84556,150152,380539500,6231100,752000,9800,1400,1000,0,1888310100
435,2021/09/03,03,05,07,11,15,17,25,13,32,1,17,183,7126,99874,148388,381436800,3665700,476700,7100,1200,1000,0,1888491600
436,2021/09/10,05,06,21,22,26,31,32,18,36,1,7,82,4061,74584,139501,369299700,8803000,1052000,12400,1600,1100,0,1867392600
437,2021/09/17,08,10,14,15,23,25,26,01,11,2,7,95,4828,80324,146799,179193600,8580100,885000,10200,1500,1000,0,1820119200
438,2021/09/24,04,13,16,21,32,34,37,27,33,2,7,197,5374,79677,138136,178941700,8440000,419800,9000,1500,1000,0,1790403600
439,2021/10/01,01,03,06,09,26,29,31,14,18,4,8,143,6080,91170,153997,88576400,7335600,574500,7900,1300,900,0,1778431800
440,2021/10/08,05,10,17,18,19,22,32,14,35,0,4,89,4718,78846,134203,0,14358600,903400,9900,1400,1000,354102975,1740523500
441,2021/10/15,15,21,22,23,27,28,37,08,25,0,8,103,5503,90085,158968,0,8588600,933800,10200,1500,1000,775975100,2082196500
442,2021/10/22,06,13,14,16,19,30,32,25,36,0,12,90,5564,96830,174526,0,6279000,1172000,11100,1500,1000,1241142145,2283392100
443,2021/10/29,01,05,08,26,28,32,36,23,24,1,9,108,6249,109679,206470,1000000000,9471100,1104900,11200,1500,1000,758020130,2583165300
444,2021/11/05,11,15,16,17,18,27,29,25,33,0,19,130,6843,111162,194994,0,4101500,839200,9300,1400,900,1238948930,2361588000
445,2021/11/12,04,22,25,27,28,30,33,02,03,1,8,143,6894,117831,207372,1000000000,11093600,868800,10500,1500,1000,779732175,2689502100
446,2021/11/19,01,07,09,12,15,29,32,11,28,1,15,157,7985,120075,212024,1000000000,5268700,704700,8100,1300,900,256204385,2394973800
447,2021/11/26,03,05,08,13,26,30,37,25,28,0,18,182,7890,113255,182687,0,3943200,545900,7300,1200,900,695878330,2150948100
448,2021/12/03,07,21,24,29,32,36,37,22,27,1,8,127,5855,99083,172637,1000000000,9756100,860300,10900,1500,1100,170579150,2365227600
449,2021/12/10,02,21,26,27,32,33,34,08,09,1,3,98,4671,83683,170223,591586300,23462400,1005500,12300,1700,1000,0,2133046200
450,2021/12/17,02,07,12,15,21,23,30,09,31,0,9,96,5855,91049,166103,0,6873400,902100,8600,1300,900,376930305,1874670900
451,2021/12/24,02,15,22,25,28,33,37,10,17,1,4,96,6319,99065,173320,835216700,19135200,1116200,9900,1500,1100,0,2319533400
452,2022/01/07,05,17,20,21,31,34,35,08,27,3,12,106,5256,86784,157415,139643300,5845400,926400,10900,1600,1100,0,2125721100
453,2022/01/14,02,08,10,21,24,26,35,09,13,1,7,92,5910,84399,158899,392246900,9075300,966700,8800,1500,900,0,1925169000
454,2022/01/21,08,17,21,26,27,29,31,01,33,2,2,83,4926,80565,135336,184610500,29617300,999100,9800,1400,1000,0,1795073100
455,2022/01/28,01,05,08,15,18,26,36,33,34,1,7,120,5411,84271,135713,358799300,8585100,701100,9100,1400,1100,0,1821179700
456,2022/02/04,09,15,17,18,22,25,31,33,36,0,6,123,5498,84291,143919,0,9803400,669400,8700,1400,1000,351220380,1782524400
457,2022/02/11,07,14,19,27,31,35,36,09,33,0,4,156,6114,92737,158458,0,16901700,606700,9000,1400,1000,767606325,2048786100
458,2022/02/18,07,11,12,14,19,21,33,06,37,0,12,117,7029,109832,188961,0,6468500,928800,9000,1400,1000,1233867515,2352310200
459,2022/02/25,02,04,07,08,10,20,29,14,33,2,10,230,8888,124348,190387,876605800,8363400,509000,7700,1300,1000,0,2534500500
460,2022/03/04,05,06,09,23,27,28,30,04,13,2,13,148,6069,94014,167614,185574900,4563200,561100,8000,1200,800,0,1797720600
461,2022/03/11,02,13,19,22,32,35,37,14,33,0,3,83,4496,74309,128410,0,19282900,975700,10500,1500,1100,350130755,1753077900
462,2022/03/18,07,11,24,27,29,34,35,04,18,0,6,133,6434,103904,189153,0,11907300,752000,9100,1300,900,789093935,2165078400
463,2022/03/25,03,07,13,16,19,24,30,06,10,1,8,154,7118,111334,188197,1000000000,9731500,707700,8900,1400,1000,256511440,2359266900
464,2022/04/01,07,08,13,17,30,32,36,01,10,0,8,117,5875,102330,174414,0,9548700,914000,10600,1500,1000,724731120,2314958400
465,2022/04/08,01,04,05,13,27,31,35,15,22,2,13,142,7444,116902,204646,612005700,6252400,801300,8900,1400,900,0,2463204300
466,2022/04/15,05,06,08,14,15,25,29,18,33,1,8,128,5359,88609,152760,371149000,7481800,654600,9100,1300,900,0,1813855200
467,2022/04/22,07,08,11,13,14,26,30,31,34,1,6,179,6731,99161,149425,363023100,9705400,455400,7100,1100,900,0,1764715200
468,2022/04/29,03,12,15,16,25,29,37,26,28,0,5,98,4877,77645,132332,0,11266000,804600,9400,1400,1000,346112810,1707049800
469,2022/05/06,01,06,08,13,16,30,33,23,28,1,13,131,5855,93468,165111,766258900,5286800,734400,9600,1400,1000,0,2082789300
470,2022/05/13,02,03,09,16,27,32,36,01,34,0,6,112,5344,81283,120313,0,9324200,699300,8500,1300,1100,345223985,1695393300
471,2022/05/20,03,05,07,08,11,19,34,17,32,3,11,187,8192,121220,178602,261527700,6397500,526800,7000,1100,900,0,2132602500
472,2022/05/27,05,07,08,32,33,34,36,04,06,0,14,82,4297,75806,129676,0,4049300,967800,10800,1500,1000,347257105,1717998900
473,2022/06/03,06,11,21,24,28,33,37,08,27,0,11,142,5725,93098,172867,0,6335900,687100,9900,1500,1000,761236930,2112076500
474,2022/06/10,03,17,19,21,24,32,34,27,28,0,12,130,6755,106983,194233,0,6815000,880700,9900,1500,1000,1258629865,2478324300
475,2022/06/17,01,02,22,24,26,31,37,12,19,0,5,114,6213,107193,203328,0,18160100,1115000,12000,1700,1100,1798521465,2751660000
476,2022/06/24,04,07,09,15,22,24,31,21,37,1,10,244,10292,152643,230108,1000000000,9773300,560700,7700,1200,1000,1404246345,2961770400
477,2022/07/01,02,05,09,19,25,32,37,07,29,0,12,157,7914,120998,221337,0,7454500,797600,9200,1500,1000,1933822255,2710879800
478,2022/07/08,06,08,11,13,16,20,32,12,34,0,12,156,7836,130318,216219,0,7921900,853100,9900,1400,1000,2525811230,2880835500
479,2022/07/15,08,11,13,18,24,30,31,21,23,1,11,219,9962,149706,240651,1000000000,8936600,628400,8100,1300,1000,2114492070,2979031200
480,2022/07/22,10,13,19,21,26,30,36,22,34,0,9,155,7296,119253,200243,0,10318300,838700,10400,1500,1100,2683003435,2814221700
481,2022/07/29,01,10,13,14,16,25,27,05,21,0,6,118,6897,118307,216994,0,16151700,1149700,11500,1600,1100,3264697670,2936820300
482,2022/08/05,02,05,14,15,17,19,36,08,34,1,9,118,7589,130819,247403,1000000000,11429800,1220400,11100,1500,1000,2892776345,3117385500
483,2022/08/12,02,11,20,23,25,36,37,29,34,1,8,129,6841,111896,190202,1000000000,11551300,1002800,11000,1600,1200,2448680740,2800451100
484,2022/08/19,01,04,06,09,13,22,31,29,30,2,13,229,9708,143522,233469,1000000000,7291500,579400,8000,1300,1000,1016148635,2872559100
485,2022/08/26,04,06,17,20,22,24,26,08,09,0,21,154,7126,113588,231428,0,4232800,808000,10200,1500,900,1563657040,2693736900
486,2022/09/02,08,13,15,23,24,31,35,14,19,2,13,243,10476,153072,226244,1000000000,7019100,525700,7100,1200,1000,104712900,2765242800
487,2022/09/09,09,10,13,15,26,34,37,22,36,1,12,154,7044,104051,168573,552858100,6097800,665200,8500,1400,1000,0,2217506700
488,2022/09/16,03,13,16,18,19,20,35,02,11,1,4,75,4222,70925,131335,383488500,15564800,1162100,12100,1700,1100,0,1886738700
489,2022/09/23,03,06,07,15,25,29,31,08,14,1,12,109,5679,86726,153879,354131100,4843000,746400,8400,1300,900,0,1761207300
490,2022/09/30,12,14,18,21,23,29,37,07,15,0,4,95,4529,73211,139579,0,14892600,877800,10800,1600,1000,363773865,1805255700
491,2022/10/07,03,14,17,21,22,32,35,06,30,1,5,122,5856,88701,151919,773648000,13627400,781800,9500,1500,1100,0,2064855900
492,2022/10/14,07,10,12,15,23,31,37,09,18,1,9,161,6354,92253,150333,366686800,6535600,511400,7600,1200,900,0,1782525300
493,2022/10/21,05,13,14,20,21,25,31,09,36,0,6,79,4497,75308,134491,0,9748200,1036500,10600,1500,1000,362128220,1772493600
494,2022/10/28,07,09,12,22,28,29,32,17,19,2,12,114,6941,102791,175537,395981700,5907500,870500,8300,1300,1000,0,2148306300
495,2022/11/04,02,16,19,20,22,33,36,06,32,0,8,91,4588,72963,124363,0,7412400,912200,10600,1600,1100,364184980,1797038400
496,2022/11/11,05,08,15,18,25,27,36,10,26,2,11,167,7528,109915,175299,405019800,6668400,614900,8000,1300,1000,0,2222906400
497,2022/11/18,18,20,24,26,27,30,33,17,19,0,5,66,3980,69262,125092,0,11694000,1240200,12000,1700,1100,353930960,1771912800
498,2022/11/25,06,08,12,20,21,24,29,04,18,0,10,129,6769,99491,176414,0,7047300,764800,8500,1400,900,790251330,2135664600
499,2022/12/02,05,09,14,18,27,32,34,06,12,0,16,221,8096,111022,181916,0,4829400,489400,7800,1400,1000,1258068270,2341645200
500,2022/12/09,17,18,24,30,31,32,35,06,36,0,15,152,6824,110163,190311,0,5579300,770800,10000,1500,1000,1774703030,2536180800
501,2022/12/16,01,02,04,07,12,14,31,30,33,1,6,218,9286,141492,215790,1000000000,15919600,613400,8400,1300,1100,1348731375,2894618100
502,2022/12/23,01,02,12,17,21,22,33,04,30,0,3,150,7626,119205,208484,0,30444100,852400,9800,1500,1000,1913011705,2767775400
503,2022/12/30,05,07,08,13,23,26,33,31,37,0,18,208,10395,161047,257833,0,5592500,677500,7900,1200,900,2536777440,3050616300
504,2023/01/06,01,03,04,05,06,29,31,11,14,1,13,217,11701,141326,258873,1000000000,7371600,618200,6700,1300,900,2118551250,2904133800
505,2023/01/13,09,10,12,15,16,28,36,01,23,0,12,275,11204,154200,245688,0,8258600,504500,7200,1300,1000,2705376860,3003295800
506,2023/01/20,08,14,19,22,29,31,37,03,21,2,12,222,10164,147222,246924,1000000000,8445600,639100,8100,1300,1000,1323589725,3071291700
507,2023/01/27,04,19,25,26,30,32,36,01,15,1,7,138,6430,108277,184832,1000000000,12331700,875700,11000,1600,1100,846306770,2615942100
508,2023/02/03,01,05,06,09,16,26,31,25,33,1,7,179,8638,121633,192948,1000000000,11909300,652000,7900,1300,1000,363778090,2526345600
509,2023/02/10,10,14,22,26,27,32,33,20,37,0,3,105,5911,92429,146055,0,23900300,955900,9900,1500,1200,797065930,2172859200
510,2023/02/17,03,05,09,11,17,33,37,04,22,0,9,200,8931,123907,202126,0,8723400,549500,7200,1200,900,1284408195,2379239700
511,2023/02/24,01,09,14,24,28,36,37,16,31,0,7,129,6226,103546,184705,0,11814000,897400,10900,1600,1100,1776990695,2506128000
512,2023/03/03,05,07,17,22,25,26,28,03,23,1,12,131,7212,123047,219819,1000000000,7355400,943200,10000,1400,1000,1304641875,2674844400
513,2023/03/10,01,04,10,13,15,19,37,16,20,0,11,138,7276,108546,170255,0,7467800,833300,9200,1500,1200,1793659590,2489384700
514,2023/03/17,01,05,10,17,20,27,37,03,22,1,9,184,8052,114858,208867,1000000000,9414800,644600,8600,1400,1000,1306911980,2567794200
515,2023/03/24,03,15,17,22,26,27,28,06,08,0,15,141,8542,129985,241648,0,5921900,881900,8500,1300,900,1846022580,2691906000
516,2023/03/31,07,12,15,16,18,25,36,09,19,2,10,136,8037,128293,215501,1000000000,8722600,897900,8900,1300,1000,372374340,2643340800
517,2023/04/07,03,06,10,16,26,29,31,07,24,0,8,147,6834,101882,180354,0,9170800,698700,8800,1400,1000,813677235,2223347100
518,2023/04/14,05,08,11,24,30,32,36,04,35,1,9,260,9685,133741,210513,1000000000,8971200,434700,6800,1200,900,305177955,2446827600
519,2023/04/21,01,02,08,14,17,21,34,20,26,0,13,122,6866,103914,164126,0,5643900,841900,8700,1400,1100,743906085,2223473400
520,2023/04/28,09,22,25,28,33,34,37,15,16,1,22,165,7403,112026,202352,1000000000,3698400,690300,9000,1400,1000,232407180,2465735100
521,2023/05/05,21,24,25,27,30,33,36,03,31,1,8,135,5258,80122,147891,638520100,8456400,701500,10500,1700,1100,0,2050140300
522,2023/05/12,01,10,12,19,22,25,37,02,34,0,10,127,5525,83782,134880,0,6067800,668800,9000,1400,1100,366464655,1838817900
523,2023/05/19,03,17,19,27,28,32,35,02,34,0,6,127,6025,94864,145968,0,11262000,744800,9200,1400,1100,776983410,2047743900
524,2023/05/26,04,17,22,27,29,31,34,03,37,1,11,140,7028,106455,187891,1000000000,6798900,747800,8700,1400,900,238111585,2266423500
525,2023/06/02,11,14,17,18,21,25,31,01,27,0,7,94,5118,85778,154759,0,9544900,995000,10700,1500,1000,650728380,2024777100
526,2023/06/09,04,13,17,19,20,26,29,02,28,0,10,115,5873,96844,164817,0,7403300,901200,10300,1500,1100,1095600170,2243554200
527,2023/06/16,04,08,12,25,27,32,34,15,17,0,20,188,7580,116209,205886,0,3983900,593300,8600,1300,900,1589401330,2414614800
528,2023/06/23,05,07,10,19,30,32,33,01,17,1,12,147,6753,113489,202552,1000000000,7076600,808700,10300,1500,1000,1101315455,2573452500
529,2023/06/30,07,09,13,14,22,26,29,10,21,0,6,195,8405,124745,194268,0,13577000,584800,7900,1300,1000,1593884710,2468673900
530,2023/07/07,01,11,13,28,29,30,34,23,27,2,9,114,6398,105288,193759,1000000000,9467200,1046300,10900,1600,1000,119381960,2582085000
531,2023/07/14,04,06,09,11,14,28,30,10,12,0,15,188,7243,102958,180894,0,4506500,503300,7600,1300,900,527312195,2048544300
532,2023/07/21,04,09,13,18,26,28,36,08,16,3,10,154,7151,103172,170061,321126500,7103000,645700,8100,1300,1000,0,2152539600
533,2023/07/28,02,04,09,11,14,25,37,29,32,0,7,126,5849,87880,138522,0,8311900,646400,8100,1300,1000,353679775,1763227500
534,2023/08/04,10,17,18,19,20,24,25,30,32,0,20,94,5334,87257,159883,0,3650500,1087300,11200,1600,1100,798902130,2212581900
535,2023/08/11,05,11,12,19,29,32,36,09,26,0,12,145,6372,101038,186976,0,6008000,696000,9200,1400,900,1240705000,2184828600
536,2023/08/18,08,12,16,17,22,28,34,09,37,1,14,263,7787,118669,196925,1000000000,5789500,431400,8500,1300,1000,734146400,2456304000
537,2023/08/25,02,03,09,13,14,35,37,04,17,2,10,118,5834,101012,184920,591245200,7528900,893200,10500,1500,1000,0,2281612800
538,2023/09/01,01,02,11,12,16,25,28,06,22,0,14,137,6204,91770,152580,0,4363900,624300,8000,1300,1000,365023765,1851467700
539,2023/09/08,04,06,08,18,20,27,35,24,26,0,11,130,6110,95689,169636,0,6340000,751000,9300,1400,1000,788274925,2113432800
540,2023/09/15,03,07,10,18,19,28,36,13,26,1,8,208,8111,118372,191843,1000000000,9351500,503500,7500,1200,900,253416760,2267154300
541,2023/09/22,06,14,23,25,27,28,34,19,37,3,5,118,5478,87354,149062,214363900,13141400,779500,9800,1500,1100,0,1991214900
542,2023/09/29,02,09,26,31,33,35,36,15,20,0,6,57,3951,71166,136784,0,9690100,1427900,12000,1600,1000,355270600,1761918000
543,2023/10/06,02,11,13,18,23,24,36,17,26,0,6,128,6228,96296,160064,0,11490200,754000,9000,1400,1000,779041445,2089232100
544,2023/10/13,10,11,18,21,22,29,34,04,32,0,10,127,6507,101005,178633,0,7362700,811600,9200,1400,1000,1226494485,2231239200
545,2023/10/20,03,12,16,17,27,30,34,15,37,0,14,162,7548,115393,192578,0,5862500,709200,8900,1400,1000,1727480875,2487238200
546,2023/10/27,07,14,17,28,33,35,36,13,27,1,24,216,9142,130819,230481,1000000000,3629800,564600,7800,1300,900,1257626450,2640043500
547,2023/11/03,04,11,14,18,23,25,29,17,32,2,20,145,8399,124447,208190,875502100,3981200,768700,7700,1200,900,0,2412984600
548,2023/11/10,01,13,16,17,18,25,30,20,34,0,2,85,4195,74141,123770,0,30060800,990200,11700,1600,1200,359358250,1821951000
549,2023/11/17,13,19,20,28,33,34,35,04,32,1,7,81,4913,83442,150753,780388600,9876200,1194800,11500,1600,1100,0,2095061400
550,2023/11/24,07,08,13,22,24,29,30,10,35,1,6,107,5318,85450,139581,355939600,9698900,761300,8900,1300,1000,0,1763529600
551,2023/12/01,15,16,17,22,29,32,37,23,24,1,14,98,4376,74056,133852,360740200,4153100,830600,10900,1500,1000,0,1762037400
552,2023/12/08,07,11,12,16,18,33,34,01,14,1,6,91,5089,84631,139227,366833400,9987700,921900,9600,1400,1000,0,1816038600
553,2023/12/15,02,06,13,15,16,20,33,09,28,0,6,110,4101,68147,137167,0,9757600,745100,11700,1700,1000,356888310,1774207800
554,2023/12/22,04,10,15,17,29,32,36,13,30,1,12,191,7069,103729,172086,792744800,6025600,529900,8400,1400,1000,0,2191246200
555,2023/12/29,09,12,17,19,26,32,34,11,22,0,8,108,5749,87701,152455,0,7828000,811700,8900,1400,1000,377317740,1897795200
556,2024/01/05,17,20,26,28,29,33,35,01,06,0,4,84,4436,72365,122241,0,14527600,968400,10700,1600,1100,732601355,1761008700
557,2024/01/12,03,05,07,10,17,18,35,02,21,1,14,146,6976,110129,180274,1000000000,5228100,701800,8600,1300,1000,171654495,2218099200
558,2024/01/19,15,20,21,22,23,26,34,06,10,0,7,86,4835,80066,138145,0,9408900,1072100,11100,1600,1100,578024470,1995925500
559,2024/01/26,03,04,10,13,15,18,22,02,16,0,13,134,6251,100486,162847,0,5473800,743400,9300,1400,1000,1015997335,2156465700
560,2024/02/02,03,20,29,32,33,34,35,02,24,0,8,148,6031,98805,166341,0,10266300,776800,11100,1600,1200,1514273370,2488920300
561,2024/02/09,06,08,19,20,27,32,37,13,33,1,8,127,6394,108253,188802,1000000000,10820000,954100,11100,1600,1100,1035102155,2623155300
562,2024/02/16,02,14,15,20,28,30,34,03,04,0,11,120,5777,98816,180288,0,7384100,947600,11500,1600,1100,1524980265,2461495800
563,2024/02/23,01,04,06,14,16,19,31,12,18,0,8,159,6606,105711,186298,0,10311600,726300,10200,1500,1100,2021090665,2499912000
564,2024/03/01,09,13,15,18,22,24,30,06,27,1,24,210,9438,145843,233839,1000000000,3852600,616400,8000,1200,900,1599136785,2802051600
565,2024/03/08,03,06,09,11,19,30,36,01,33,2,35,211,9469,130014,207730,1000000000,2424200,562900,7300,1300,1000,106747050,2571335700
566,2024/03/15,03,05,18,25,28,35,37,07,08,1,8,154,6517,96769,195295,537618600,8900300,647200,8900,1400,900,0,2157747000
567,2024/03/22,06,08,16,18,19,34,37,15,30,0,4,93,4514,74726,127866,0,14460300,870700,10500,1500,1100,349829715,1752854700
568,2024/03/29,08,18,20,29,30,33,34,05,23,0,7,131,5684,91484,154541,0,9873200,738500,9900,1500,1100,762967010,2094413100
569,2024/04/05,12,15,17,22,30,34,35,05,09,0,10,125,5759,99219,194120,0,7651000,856900,10900,1500,900,1236414000,2318620200
570,2024/04/12,01,03,09,12,25,26,35,29,31,2,10,271,7496,116111,190659,869044700,8201300,423600,8900,1400,1000,0,2485362000
571,2024/04/19,13,26,27,29,30,34,37,02,23,0,4,90,4415,75152,122724,0,14767000,918800,10900,1500,1200,355631760,1790026800
572,2024/04/26,01,02,04,19,21,26,28,03,25,0,2,99,5026,89528,156133,0,34481400,975200,11200,1500,1100,768241650,2089882200
573,2024/05/03,11,12,18,19,23,26,31,15,25,0,5,145,6395,100437,172979,0,14263100,688500,9100,1400,1000,1197840385,2161182300
574,2024/05/10,04,05,13,16,22,23,35,36,37,0,14,143,6932,109148,176949,0,5613800,769400,9300,1400,1100,1669082515,2381729400
575,2024/05/17,02,12,18,20,25,28,30,09,23,0,13,115,6351,106422,195726,0,6423800,1016600,10800,1500,1000,2183545155,2530735200
576,2024/05/24,11,13,14,18,19,23,31,07,27,0,12,135,7859,120892,228683,0,7195900,895400,9000,1400,900,2708086840,2616813300
577,2024/05/31,11,13,19,25,29,36,37,18,30,1,9,170,7663,125128,223594,1000000000,10372100,768700,10000,1500,1000,2269144745,2828892900
578,2024/06/07,02,15,19,20,22,31,36,13,23,0,13,149,6696,107198,202202,0,6769900,826900,10700,1600,1000,2812746370,2667076500
